profile_id,product,period,quality_policy,active_binding_count,profile_eligibility,reason
intraday_research_v1,l,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l_f,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l_f,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l_f,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l_f,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l_f,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,l_f,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lc,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lc,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lc,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lc,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lc,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lc,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lg,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lg,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lg,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lg,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lg,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lg,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lh,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lh,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lh,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lh,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lh,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lh,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lu,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lu,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lu,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lu,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lu,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,lu,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,m,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,m,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
